,Opportunity Name,Created Date,Close Date, Account Name, Account Type, Opp Value (EUR),Stage,Opportunity Owner,Country,Region,Segment,Lead Source,Type,Primary Campaign Source,Close Reason,Business Type,Deal Opened (Days)
68159,Opp 111011,2024-08-12,2024-09-14, Account 450, Top 3,57.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,33
68160,Opp 111012,2024-08-12,2024-09-14, Account 195, Top 3,145.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,33
68161,Opp 111016,2024-08-10,2024-09-14, Account 463, Top 3,15.0,Closed Lost,Sales Specialist 78,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,35
68162,Opp 111017,2024-08-10,2024-09-14, Account 2419, Small,9.0,Closed Lost,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,35
68163,Opp 111019,2024-08-10,2024-09-14, Account 5548, Small,43.0,Closed Lost,Sales Specialist 257,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,35
68164,Opp 111020,2024-08-10,2024-09-14, Account 450, Top 3,53.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,35
68165,Opp 111021,2024-08-10,2024-09-14, Account 537, Small,22.0,Closed Lost,Sales Specialist 13,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,35
68166,Opp 111022,2024-08-09,2024-09-14, Account 2032, Small,236.0,Closed Lost,Sales Specialist 197,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68167,Opp 111023,2024-08-09,2024-09-14, Account 1693, Top 3,17.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68168,Opp 111024,2024-08-09,2024-09-14, Account 652, Top 1,14.0,Closed Lost,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68169,Opp 111025,2024-08-09,2024-09-14, Account 480, Small,143.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68170,Opp 111026,2024-08-09,2024-09-14, Account 587, Top 3,57.0,Closed Lost,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68171,Opp 111027,2024-08-09,2024-09-14, Account 587, Top 3,128.0,Closed Lost,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68172,Opp 111028,2024-08-09,2024-09-14, Account 1363, Top 3,150.0,Closed Lost,Sales Specialist 155,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68173,Opp 111029,2024-08-09,2024-09-14, Account 1449, Small,151.0,Closed Lost,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68174,Opp 111030,2024-08-09,2024-09-14, Account 1449, Small,30.0,Closed Lost,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68175,Opp 111031,2024-08-09,2024-09-14, Account 257, Top 3,13.0,Closed Lost,Sales Specialist 44,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68176,Opp 111032,2024-08-09,2024-09-14, Account 257, Top 3,49.0,Closed Lost,Sales Specialist 44,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68177,Opp 111033,2024-08-09,2024-09-14, Account 452, Top 3,42.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68178,Opp 111034,2024-08-09,2024-09-14, Account 587, Top 3,83.0,Closed Lost,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68179,Opp 111035,2024-08-09,2024-09-14, Account 452, Top 3,357.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68180,Opp 111036,2024-08-09,2024-09-14, Account 452, Top 3,41.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68181,Opp 111037,2024-08-09,2024-09-14, Account 587, Top 3,35.0,Closed Lost,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68182,Opp 111038,2024-08-09,2024-09-14, Account 452, Top 3,161.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68183,Opp 111039,2024-08-09,2024-09-14, Account 55, Top 3,108.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68184,Opp 111040,2024-08-09,2024-09-14, Account 2023, Small,27.0,Closed Lost,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68185,Opp 111041,2024-08-09,2024-09-14, Account 1568, Small,83.0,Closed Lost,Sales Specialist 155,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68186,Opp 111042,2024-08-09,2024-09-14, Account 939, Small,54.0,Closed Lost,Sales Specialist 125,Country 1,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68187,Opp 111043,2024-08-09,2024-09-14, Account 172, Top 3,20.0,Closed Lost,Sales Specialist 17,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68188,Opp 111044,2024-08-09,2024-09-14, Account 143, Top 2,15.0,Closed Lost,Sales Specialist 83,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68189,Opp 111045,2024-08-13,2024-09-14, Account 3633, Small,112.0,Closed Lost,Sales Specialist 13,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68190,Opp 111046,2024-08-13,2024-09-14, Account 1509, Small,73.0,Closed Lost,Sales Specialist 197,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68191,Opp 111047,2024-08-13,2024-09-14, Account 5907, Small,210.0,Closed Lost,Sales Specialist 257,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68192,Opp 111048,2024-08-13,2024-09-14, Account 261, Small,179.0,Closed Lost,Sales Specialist 78,Country 2,Region 1,Unknown,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68193,Opp 111049,2024-08-13,2024-09-14, Account 466, Top 3,31.0,Closed Lost,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68194,Opp 111050,2024-08-13,2024-09-14, Account 6216, Small,14.0,Closed Lost,Sales Specialist 257,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68195,Opp 111051,2024-08-13,2024-09-14, Account 6217, Small,11.0,Closed Lost,Sales Specialist 257,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68196,Opp 111053,2024-08-13,2024-09-14, Account 141, Small,39.0,Closed Lost,Sales Specialist 1,Country 1,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68197,Opp 111054,2024-08-13,2024-09-14, Account 3053, Top 3,94.0,Closed Lost,Sales Specialist 17,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68198,Opp 111055,2024-08-13,2024-09-14, Account 202, Small,121.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68199,Opp 111057,2024-08-13,2024-09-14, Account 6218, Top 3,49.0,Closed Lost,Sales Specialist 78,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68200,Opp 111058,2024-08-13,2024-09-14, Account 1570, Top 3,7.0,Closed Lost,Sales Specialist 257,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68201,Opp 111059,2024-08-13,2024-09-14, Account 3192, Small,22.0,Closed Lost,Sales Specialist 40,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68202,Opp 111061,2024-08-13,2024-09-14, Account 272, Top 3,41.0,Closed Lost,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68203,Opp 111062,2024-08-13,2024-09-14, Account 469, Top 3,31.0,Closed Lost,Sales Specialist 165,Country 2,Region 1,Segment 1,Unknown,New Business,Unknown,Automatically closed,Unknown,32
68204,Opp 111063,2024-08-13,2024-09-14, Account 127, Top 3,161.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68205,Opp 111064,2024-08-13,2024-09-14, Account 3685, Top 3,4.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68206,Opp 111065,2024-08-13,2024-09-14, Account 171, Top 2,258.0,Closed Lost,Sales Specialist 76,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68207,Opp 111066,2024-08-13,2024-09-14, Account 3192, Small,258.0,Closed Lost,Sales Specialist 15,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68208,Opp 111067,2024-08-13,2024-09-14, Account 450, Top 3,235.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68209,Opp 111068,2024-08-13,2024-09-14, Account 3192, Small,21.0,Closed Lost,Sales Specialist 15,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68210,Opp 111069,2024-08-13,2024-09-14, Account 3192, Small,101.0,Closed Lost,Sales Specialist 15,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68211,Opp 111070,2024-08-13,2024-09-14, Account 462, Top 3,56.0,Closed Lost,Sales Specialist 78,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68212,Opp 111071,2024-08-13,2024-09-14, Account 2233, Small,205.0,Closed Lost,Sales Specialist 197,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68213,Opp 111072,2024-08-13,2024-09-14, Account 450, Top 3,105.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68214,Opp 111073,2024-08-13,2024-09-14, Account 3337, Top 3,209.0,Closed Lost,Sales Specialist 83,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68215,Opp 111074,2024-08-13,2024-09-14, Account 1413, Small,22.0,Closed Lost,Sales Specialist 197,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68216,Opp 111075,2024-08-13,2024-09-14, Account 1894, Top 3,81.0,Closed Lost,Sales Specialist 13,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68217,Opp 111076,2024-08-13,2024-09-14, Account 4272, Top 3,182.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68218,Opp 111077,2024-08-13,2024-09-14, Account 4272, Top 3,202.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68219,Opp 111078,2024-08-13,2024-09-14, Account 1941, Small,79.0,Closed Lost,Sales Specialist 13,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68220,Opp 111079,2024-08-13,2024-09-14, Account 127, Top 3,28.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68221,Opp 111080,2024-08-12,2024-09-14, Account 6037, Small,35.0,Closed Lost,Sales Specialist 78,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,33
68222,Opp 111081,2024-08-12,2024-09-14, Account 1554, Top 3,45.0,Closed Lost,Sales Specialist 155,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,33
68223,Opp 111083,2024-08-12,2024-09-14, Account 206, Top 3,44.0,Closed Lost,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,33
68224,Opp 111084,2024-08-12,2024-09-14, Account 110, Top 3,22.0,Closed Lost,Sales Specialist 40,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,33
68225,Opp 111085,2024-08-12,2024-09-14, Account 591, Top 2,109.0,Closed Lost,Sales Specialist 46,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,33
68226,Opp 111086,2024-08-12,2024-09-14, Account 2060, Small,200.0,Closed Lost,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,33
68227,Opp 111087,2024-08-12,2024-09-14, Account 2060, Small,53.0,Closed Lost,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,33
68228,Opp 111088,2024-08-12,2024-09-14, Account 463, Top 3,300.0,Closed Lost,Sales Specialist 78,Country 2,Region 1,Segment 1,Unknown,New Business,Unknown,Automatically closed,Unknown,33
68229,Opp 111089,2024-08-12,2024-09-14, Account 3003, Small,171.0,Closed Lost,Sales Specialist 13,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,33
68230,Opp 111090,2024-08-12,2024-09-14, Account 450, Top 3,20.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,33
68231,Opp 111091,2024-08-12,2024-09-14, Account 2241, Top 3,58.0,Closed Lost,Sales Specialist 15,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,33
68232,Opp 111092,2024-08-12,2024-09-14, Account 1647, Top 3,54.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,33
68233,Opp 111093,2024-08-15,2024-09-14, Account 1509, Small,140.0,Closed Lost,Sales Specialist 197,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68234,Opp 111095,2024-08-14,2024-09-14, Account 266, Top 2,16.0,Closed Lost,Sales Specialist 83,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68235,Opp 111096,2024-08-14,2024-09-14, Account 270, Small,300.0,Closed Lost,Sales Specialist 83,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68236,Opp 111097,2024-08-14,2024-09-14, Account 204, Small,45.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68237,Opp 111098,2024-08-14,2024-09-14, Account 2034, Small,41.0,Closed Lost,Sales Specialist 165,Country 2,Region 1,Segment 1,Unknown,New Business,Unknown,Automatically closed,Unknown,31
68238,Opp 111099,2024-08-14,2024-09-14, Account 1654, Top 3,12.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68239,Opp 111100,2024-08-14,2024-09-14, Account 1148, Top 1,283.0,Closed Lost,Sales Specialist 165,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,31
68240,Opp 111101,2024-08-14,2024-09-14, Account 1556, Small,21.0,Closed Lost,Sales Specialist 257,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68241,Opp 111102,2024-08-14,2024-09-14, Account 3267, Top 3,22.0,Closed Lost,Sales Specialist 44,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68242,Opp 111103,2024-08-14,2024-09-14, Account 4164, Small,103.0,Closed Lost,Sales Specialist 197,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68243,Opp 111104,2024-08-14,2024-09-14, Account 1654, Top 3,22.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68244,Opp 111105,2024-08-14,2024-09-14, Account 105, Top 2,304.0,Closed Lost,Sales Specialist 42,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68245,Opp 111106,2024-08-14,2024-09-14, Account 1653, Top 3,31.0,Closed Lost,Sales Specialist 15,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68246,Opp 111107,2024-08-14,2024-09-14, Account 254, Top 3,24.0,Closed Lost,Sales Specialist 257,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68247,Opp 111108,2024-08-14,2024-09-14, Account 1789, Top 3,285.0,Closed Lost,Sales Specialist 44,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68248,Opp 111109,2024-08-14,2024-09-14, Account 1148, Top 1,72.0,Closed Lost,Sales Specialist 165,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,31
68249,Opp 111110,2024-08-14,2024-09-14, Account 105, Top 2,33.0,Closed Lost,Sales Specialist 42,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68250,Opp 111111,2024-08-14,2024-09-14, Account 195, Top 3,93.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68251,Opp 111112,2024-08-14,2024-09-14, Account 444, Top 3,40.0,Closed Lost,Sales Specialist 165,Country 2,Region 1,Segment 1,Unknown,New Business,Unknown,Automatically closed,Unknown,31
68252,Opp 111113,2024-08-14,2024-09-14, Account 436, Top 3,89.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68253,Opp 111114,2024-08-14,2024-09-14, Account 436, Top 3,89.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68254,Opp 111117,2024-08-14,2024-09-14, Account 1488, Top 3,127.0,Closed Lost,Sales Specialist 155,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68255,Opp 111118,2024-08-14,2024-09-14, Account 544, Top 3,32.0,Closed Lost,Sales Specialist 257,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68256,Opp 111119,2024-08-14,2024-09-14, Account 1587, Top 3,33.0,Closed Lost,Sales Specialist 78,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68257,Opp 111120,2024-08-14,2024-09-14, Account 480, Small,75.0,Closed Lost,Sales Specialist 155,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68258,Opp 111121,2024-08-14,2024-09-14, Account 594, Top 3,220.0,Closed Lost,Sales Specialist 50,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68259,Opp 111122,2024-08-14,2024-09-14, Account 594, Top 3,214.0,Closed Lost,Sales Specialist 50,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68260,Opp 111123,2024-08-14,2024-09-14, Account 2005, Small,8.0,Closed Lost,Sales Specialist 68,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68261,Opp 111124,2024-08-14,2024-09-14, Account 143, Top 2,229.0,Closed Lost,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68262,Opp 111125,2024-08-14,2024-09-14, Account 5402, Small,9.0,Closed Lost,Sales Specialist 17,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68263,Opp 111126,2024-08-14,2024-09-14, Account 273, Top 3,436.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68264,Opp 111127,2024-08-14,2024-09-14, Account 2043, Top 3,51.0,Closed Lost,Sales Specialist 153,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68265,Opp 111128,2024-08-14,2024-09-14, Account 226, Top 3,43.0,Closed Lost,Sales Specialist 57,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68266,Opp 111129,2024-08-14,2024-09-14, Account 6219, Top 2,39.0,Closed Lost,Sales Specialist 73,Country 1,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68267,Opp 111130,2024-08-14,2024-09-14, Account 4294, Top 2,442.0,Closed Lost,Sales Specialist 68,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68268,Opp 111131,2024-08-14,2024-09-14, Account 470, Top 3,16.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68269,Opp 111132,2024-08-14,2024-09-14, Account 275, Top 2,308.0,Closed Lost,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68270,Opp 111133,2024-08-14,2024-09-14, Account 55, Top 3,28.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68271,Opp 111134,2024-08-14,2024-09-14, Account 129, Top 1,217.0,Closed Lost,Sales Specialist 15,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,31
68272,Opp 111135,2024-08-13,2024-09-14, Account 901, Top 3,9.0,Closed Lost,Sales Specialist 125,Country 1,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68273,Opp 111140,2024-08-13,2024-09-14, Account 563, Small,337.0,Closed Lost,Sales Specialist 13,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68274,Opp 111141,2024-08-13,2024-09-14, Account 563, Small,22.0,Closed Lost,Sales Specialist 13,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,32
68275,Opp 111142,2024-08-16,2024-09-14, Account 1363, Top 3,95.0,Closed Lost,Sales Specialist 155,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68276,Opp 111143,2024-08-16,2024-09-14, Account 1941, Small,88.0,Closed Lost,Sales Specialist 13,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68277,Opp 111144,2024-08-16,2024-09-14, Account 1796, Top 3,175.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68278,Opp 111145,2024-08-16,2024-09-14, Account 1719, Small,22.0,Closed Lost,Sales Specialist 13,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68279,Opp 111146,2024-08-16,2024-09-14, Account 1512, Top 3,58.0,Closed Lost,Sales Specialist 197,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68280,Opp 111147,2024-08-16,2024-09-14, Account 6220, Small,9.0,Closed Lost,Sales Specialist 78,Country 2,Region 1,Unknown,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68281,Opp 111148,2024-08-16,2024-09-14, Account 901, Top 3,62.0,Closed Lost,Sales Specialist 125,Country 1,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68282,Opp 111149,2024-08-16,2024-09-14, Account 2196, Top 3,346.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68283,Opp 111150,2024-08-16,2024-09-14, Account 949, Top 2,53.0,Closed Lost,Sales Specialist 125,Country 1,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68284,Opp 111156,2024-08-15,2024-09-14, Account 1414, Top 3,10.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68285,Opp 111157,2024-08-15,2024-09-14, Account 1688, Top 2,55.0,Closed Lost,Sales Specialist 17,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68286,Opp 111158,2024-08-15,2024-09-14, Account 1782, Small,328.0,Closed Lost,Sales Specialist 15,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68287,Opp 111159,2024-08-15,2024-09-14, Account 449, Top 2,54.0,Closed Lost,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68288,Opp 111160,2024-08-15,2024-09-14, Account 2311, Top 2,42.0,Closed Lost,Sales Specialist 68,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68289,Opp 111161,2024-08-15,2024-09-14, Account 480, Small,18.0,Closed Lost,Sales Specialist 76,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68290,Opp 111162,2024-08-15,2024-09-14, Account 145, Top 2,94.0,Closed Lost,Sales Specialist 68,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68291,Opp 111163,2024-08-15,2024-09-14, Account 1509, Small,245.0,Closed Lost,Sales Specialist 197,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68292,Opp 111164,2024-08-15,2024-09-14, Account 4164, Small,12.0,Closed Lost,Sales Specialist 197,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68293,Opp 111165,2024-08-15,2024-09-14, Account 1414, Top 3,347.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68294,Opp 111166,2024-08-15,2024-09-14, Account 238, Top 3,18.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68295,Opp 111167,2024-08-15,2024-09-14, Account 273, Top 3,33.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
